CreationTime,AuthenticateCount,ActiveCount,DisconnectCount,CPUUtil,MemoryUsed,MemoryFree,TempMin,TempMax,TempAvg,InBandwidth,OutBandwidth,InTotalPPS,OutTotalPPS
2018-08-02 07:45:00,0.0,2485.0,1.0,25.0,507180000.0,302084000.0,26.0,50.0,40.333333333333336,54727256.96072734,54500226.77230392,62274.00522029393,61763.88439346115
2018-08-02 08:45:00,0.0,2838.0,1.0,29.0,507164000.0,302092000.0,26.0,51.0,40.5,85716295.20595148,85476703.80527423,98133.21636474814,97878.18702126443
2018-08-02 09:00:00,1.0,2962.0,2.0,31.0,507156000.0,302092000.0,26.0,50.0,40.666666666666664,99577006.32274276,99214912.83075917,113075.39154071882,112835.23192623822
2018-08-02 09:15:00,3.0,3088.0,1.0,29.0,507132000.0,302120000.0,26.0,50.0,40.333333333333336,97601506.7317403,97194510.61657892,114184.05557314956,113951.33309515611
2018-08-02 09:30:00,0.0,3224.0,0.0,30.0,507128000.0,302124000.0,26.0,50.0,40.333333333333336,104270455.92177048,103599056.7376631,123854.29157406799,123241.93613881792
2018-08-02 09:45:00,1.0,3441.0,0.0,29.0,507128000.0,302116000.0,26.0,50.0,40.5,110479564.55349803,109901780.52050278,132807.98193025793,132116.21449751005
2018-08-02 10:00:00,1.0,3674.0,2.0,32.0,507124000.0,302124000.0,26.0,50.0,40.5,120217274.55503242,119754356.0854698,145484.89978836433,144828.9493339024
2018-08-02 10:15:00,4.0,4045.0,2.0,35.0,507104000.0,302128000.0,30.0,50.0,41.333333333333336,124072421.00008164,123319632.77494054,152175.29683265978,151373.42283225933
2018-08-02 10:30:00,1.0,4332.0,1.0,36.0,507116000.0,302112000.0,30.0,51.0,41.666666666666664,142111270.27138403,141273563.41413677,172982.47431809435,172183.40731100496
2018-08-02 10:45:00,4.0,4654.0,2.0,41.0,507052000.0,302176000.0,30.0,51.0,41.666666666666664,157441132.4908939,156549255.19747725,191158.15646068522,190204.84483742944
2018-08-02 11:00:00,0.0,4943.0,0.0,41.0,513960000.0,295240000.0,30.0,50.0,41.666666666666664,184698118.72300616,183461540.29577047,223817.83152059434,222627.37637181746
2018-08-02 11:15:00,2.0,5115.0,0.0,42.0,507276000.0,301928000.0,30.0,51.0,41.833333333333336,196320108.99510127,194400187.52667165,238407.84026860044,236738.91426059496
